DiffTime,Value,Description
9.37667,0.107,B2t30min
9.38,0.108,B2t30min
9.38333,0.108,B2t30min
9.38667,0.11,B2t30min
9.39,0.11,B2t30min
9.39333,0.111,B2t30min
9.39667,0.111,B2t30min
9.4,0.111,B2t30min
9.40333,0.111,B2t30min
9.40667,0.111,B2t30min
9.41,0.111,B2t30min
9.41333,0.111,B2t30min
9.41667,0.111,B2t30min
9.42,0.111,B2t30min
9.42333,0.111,B2t30min
9.42667,0.111,B2t30min
9.43,0.111,B2t30min
9.43333,0.111,B2t30min
9.43667,0.111,B2t30min
9.44,0.111,B2t30min
9.44333,0.111,B2t30min
9.44667,0.111,B2t30min
9.45,0.112,B2t30min
9.45333,0.112,B2t30min
9.45667,0.112,B2t30min
9.46,0.112,B2t30min
9.46333,0.112,B2t30min
9.46667,0.112,B2t30min
9.47,0.112,B2t30min
9.47333,0.112,B2t30min
9.47667,0.112,B2t30min
9.48,0.112,B2t30min
9.48333,0.112,B2t30min
9.48667,0.112,B2t30min
9.49,0.112,B2t30min
9.49333,0.112,B2t30min
9.49667,0.112,B2t30min
9.5,0.112,B2t30min
9.50333,0.112,B2t30min
9.50667,0.112,B2t30min
9.51,0.112,B2t30min
9.51333,0.112,B2t30min
9.51667,0.112,B2t30min
9.52,0.112,B2t30min
9.52333,0.112,B2t30min
9.52667,0.112,B2t30min
9.53,0.112,B2t30min
9.53333,0.112,B2t30min
9.53667,0.112,B2t30min
9.54,0.112,B2t30min
9.54333,0.112,B2t30min
9.54667,0.112,B2t30min
9.55,0.112,B2t30min
9.55333,0.112,B2t30min
9.55667,0.112,B2t30min
9.56,0.112,B2t30min
9.56333,0.112,B2t30min
9.56667,0.112,B2t30min
9.57,0.112,B2t30min
9.57333,0.113,B2t30min
9.57667,0.114,B2t30min
9.58,0.115,B2t30min
9.58333,0.115,B2t30min
9.58667,0.115,B2t30min
9.59,0.115,B2t30min
9.59333,0.115,B2t30min
9.59667,0.115,B2t30min
9.6,0.115,B2t30min
9.60333,0.115,B2t30min
9.60667,0.115,B2t30min
9.61,0.115,B2t30min
9.61333,0.115,B2t30min
9.61667,0.115,B2t30min
9.62,0.115,B2t30min
9.62333,0.115,B2t30min
9.62667,0.115,B2t30min
9.63,0.115,B2t30min
9.63333,0.115,B2t30min
9.63667,0.115,B2t30min
9.64,0.115,B2t30min
9.64333,0.115,B2t30min
9.64667,0.115,B2t30min
9.65,0.115,B2t30min
9.65333,0.115,B2t30min
9.65667,0.115,B2t30min
9.66,0.115,B2t30min
9.66333,0.115,B2t30min
9.66667,0.115,B2t30min
9.67,0.115,B2t30min
9.67333,0.115,B2t30min
9.67667,0.115,B2t30min
9.68,0.115,B2t30min
9.68333,0.115,B2t30min
9.68667,0.116,B2t30min
9.69,0.116,B2t30min
9.69333,0.116,B2t30min
9.69667,0.116,B2t30min
9.7,0.116,B2t30min
9.70333,0.116,B2t30min
9.70667,0.116,B2t30min
9.71,0.116,B2t30min
9.71333,0.116,B2t30min
9.71667,0.116,B2t30min
9.72,0.116,B2t30min
9.72333,0.116,B2t30min
9.72667,0.117,B2t30min
9.73,0.117,B2t30min
9.73333,0.117,B2t30min
9.73667,0.117,B2t30min
9.74,0.117,B2t30min
9.74333,0.117,B2t30min
9.74667,0.118,B2t30min
9.75,0.118,B2t30min
9.75333,0.118,B2t30min
9.75667,0.118,B2t30min
9.76,0.118,B2t30min
9.76333,0.118,B2t30min
9.76667,0.118,B2t30min
9.77,0.118,B2t30min
9.77333,0.118,B2t30min
9.77667,0.118,B2t30min
9.78,0.118,B2t30min
9.78333,0.118,B2t30min
9.78667,0.118,B2t30min
9.79,0.118,B2t30min
9.79333,0.118,B2t30min
9.79667,0.118,B2t30min
9.8,0.118,B2t30min
9.80333,0.118,B2t30min
9.80667,0.118,B2t30min
9.81,0.118,B2t30min
9.81333,0.118,B2t30min
9.81667,0.118,B2t30min
9.82,0.118,B2t30min
9.82333,0.118,B2t30min
9.82667,0.118,B2t30min
9.83,0.118,B2t30min
9.83333,0.118,B2t30min
9.83667,0.118,B2t30min
9.84,0.118,B2t30min
9.84333,0.118,B2t30min
9.84667,0.118,B2t30min
9.85,0.118,B2t30min
9.85333,0.118,B2t30min
9.85667,0.118,B2t30min
9.86,0.118,B2t30min
9.86333,0.118,B2t30min
9.86667,0.118,B2t30min
9.87,0.118,B2t30min
9.87333,0.118,B2t30min
9.87667,0.118,B2t30min
9.88,0.118,B2t30min
9.88333,0.118,B2t30min
9.88667,0.118,B2t30min
9.89,0.118,B2t30min
9.89333,0.118,B2t30min
9.89667,0.118,B2t30min
9.9,0.118,B2t30min
9.90333,0.118,B2t30min
9.90667,0.118,B2t30min
9.91,0.118,B2t30min
9.91333,0.118,B2t30min
9.91667,0.118,B2t30min
9.92,0.118,B2t30min
9.92333,0.118,B2t30min
9.92667,0.118,B2t30min
9.93,0.117,B2t30min
9.93333,0.117,B2t30min
9.93667,0.117,B2t30min
9.94,0.117,B2t30min
9.94333,0.117,B2t30min
9.94667,0.117,B2t30min
9.95,0.116,B2t30min
9.95333,0.116,B2t30min
9.95667,0.116,B2t30min
9.96,0.116,B2t30min
9.96333,0.115,B2t30min
9.96667,0.113,B2t30min
9.97,0.113,B2t30min
9.97333,0.113,B2t30min
9.97667,0.113,B2t30min
9.98,0.113,B2t30min
9.98333,0.113,B2t30min
9.98667,0.113,B2t30min
9.99,0.113,B2t30min
9.99333,0.113,B2t30min
9.99667,0.113,B2t30min
10,0.113,B2t30min
10.00667,0.113,B2t30min
10.01333,0.114,B2t30min
10.02,0.116,B2t30min
10.02667,0.116,B2t30min
10.03333,0.116,B2t30min
10.04,0.116,B2t30min
10.04667,0.116,B2t30min
10.05333,0.116,B2t30min
10.06,0.116,B2t30min
10.06667,0.116,B2t30min
10.07333,0.116,B2t30min
10.08,0.116,B2t30min
10.08667,0.116,B2t30min
10.09333,0.116,B2t30min
10.1,0.116,B2t30min
10.10667,0.117,B2t30min
10.11333,0.118,B2t30min
10.12,0.118,B2t30min
10.12667,0.118,B2t30min
10.13333,0.118,B2t30min
10.14,0.118,B2t30min
10.14667,0.118,B2t30min
10.15333,0.118,B2t30min
10.16,0.118,B2t30min
10.16667,0.118,B2t30min
10.17333,0.118,B2t30min
10.18,0.118,B2t30min
10.18667,0.118,B2t30min
10.19333,0.118,B2t30min
10.2,0.118,B2t30min
10.20667,0.118,B2t30min
10.21333,0.118,B2t30min
10.22,0.118,B2t30min
10.22667,0.118,B2t30min
10.23333,0.118,B2t30min
10.24,0.118,B2t30min
10.24667,0.118,B2t30min
10.25333,0.118,B2t30min
10.26,0.118,B2t30min
10.26667,0.118,B2t30min
10.27333,0.118,B2t30min
10.28,0.118,B2t30min
10.28667,0.118,B2t30min
10.29333,0.118,B2t30min
10.3,0.118,B2t30min
10.30667,0.118,B2t30min
10.31333,0.118,B2t30min
10.32,0.118,B2t30min
10.32667,0.118,B2t30min
10.33333,0.118,B2t30min
10.34,0.118,B2t30min
10.34667,0.118,B2t30min
10.35333,0.118,B2t30min
10.36,0.118,B2t30min
10.36667,0.118,B2t30min
10.37333,0.118,B2t30min
10.38,0.118,B2t30min
10.38667,0.118,B2t30min
10.39333,0.118,B2t30min
10.4,0.118,B2t30min
10.40667,0.12,B2t30min
10.41333,0.12,B2t30min
10.42,0.12,B2t30min
10.42667,0.12,B2t30min
10.43333,0.12,B2t30min
10.44,0.12,B2t30min
10.44667,0.12,B2t30min
10.45333,0.12,B2t30min
10.46,0.12,B2t30min
10.46667,0.12,B2t30min
10.47333,0.12,B2t30min
10.48,0.12,B2t30min
10.48667,0.12,B2t30min
10.49333,0.12,B2t30min
10.5,0.12,B2t30min
10.50667,0.12,B2t30min
10.51333,0.12,B2t30min
10.52,0.12,B2t30min
10.52667,0.12,B2t30min
10.53333,0.12,B2t30min
10.54,0.12,B2t30min
10.54667,0.12,B2t30min
10.55333,0.12,B2t30min
10.56,0.12,B2t30min
10.56667,0.12,B2t30min
10.57333,0.12,B2t30min
10.58,0.12,B2t30min
10.58667,0.12,B2t30min
10.59333,0.12,B2t30min
10.6,0.12,B2t30min
10.60667,0.12,B2t30min
10.61333,0.12,B2t30min
10.62,0.122,B2t30min
10.62667,0.123,B2t30min
10.63333,0.123,B2t30min
10.64,0.123,B2t30min
10.64667,0.124,B2t30min
10.65333,0.125,B2t30min
10.66,0.125,B2t30min
10.66667,0.126,B2t30min
10.67333,0.126,B2t30min
10.68,0.126,B2t30min
10.68667,0.126,B2t30min
10.69333,0.126,B2t30min
10.7,0.126,B2t30min
10.70667,0.126,B2t30min
10.71333,0.126,B2t30min
10.72,0.126,B2t30min
10.72667,0.126,B2t30min
10.73333,0.126,B2t30min
10.74,0.126,B2t30min
10.74667,0.126,B2t30min
10.75333,0.126,B2t30min
10.76,0.126,B2t30min
10.76667,0.126,B2t30min
10.77333,0.126,B2t30min
10.78,0.126,B2t30min
10.78667,0.126,B2t30min
10.79333,0.126,B2t30min
10.8,0.126,B2t30min
10.80667,0.126,B2t30min
10.81333,0.126,B2t30min
10.82,0.126,B2t30min
10.82667,0.126,B2t30min
10.83333,0.126,B2t30min
10.84,0.126,B2t30min
10.84667,0.126,B2t30min
10.85333,0.126,B2t30min
10.86,0.126,B2t30min
10.86667,0.126,B2t30min
10.87333,0.128,B2t30min
10.88,0.129,B2t30min
10.88667,0.13,B2t30min
10.89333,0.13,B2t30min
10.9,0.13,B2t30min
10.90667,0.13,B2t30min
10.91333,0.13,B2t30min
10.92,0.13,B2t30min
10.92667,0.13,B2t30min
10.93333,0.13,B2t30min
10.94,0.131,B2t30min
10.94667,0.131,B2t30min
10.95333,0.131,B2t30min
10.96,0.131,B2t30min
10.96667,0.131,B2t30min
10.97333,0.131,B2t30min
10.98,0.131,B2t30min
10.98667,0.131,B2t30min
10.99333,0.131,B2t30min
11,0.131,B2t30min
11.00667,0.131,B2t30min
11.01333,0.131,B2t30min
11.02,0.131,B2t30min
11.02667,0.131,B2t30min
11.03333,0.131,B2t30min
11.04,0.131,B2t30min
11.04667,0.131,B2t30min
11.05333,0.131,B2t30min
11.06,0.131,B2t30min
11.06667,0.133,B2t30min
11.07333,0.135,B2t30min
11.08,0.136,B2t30min
11.08667,0.136,B2t30min
11.09333,0.138,B2t30min
11.1,0.138,B2t30min
11.10667,0.138,B2t30min
11.11333,0.138,B2t30min
11.12,0.138,B2t30min
11.12667,0.138,B2t30min
11.13333,0.138,B2t30min
11.14,0.138,B2t30min
11.14667,0.138,B2t30min
11.15333,0.138,B2t30min
11.16,0.138,B2t30min
11.16667,0.138,B2t30min
11.17333,0.138,B2t30min
11.18,0.138,B2t30min
11.18667,0.138,B2t30min
11.19333,0.138,B2t30min
11.2,0.138,B2t30min
11.20667,0.138,B2t30min
11.21333,0.138,B2t30min
11.22,0.138,B2t30min
11.22667,0.138,B2t30min
11.23333,0.138,B2t30min
11.24,0.138,B2t30min
11.24667,0.138,B2t30min
11.25333,0.138,B2t30min
11.26,0.138,B2t30min
11.26667,0.138,B2t30min
11.27333,0.138,B2t30min
11.28,0.138,B2t30min
11.28667,0.14,B2t30min
11.29333,0.142,B2t30min
11.3,0.142,B2t30min
11.30667,0.143,B2t30min
11.31333,0.143,B2t30min
11.32,0.143,B2t30min
11.32667,0.143,B2t30min
11.33333,0.143,B2t30min
11.34,0.143,B2t30min
11.34667,0.144,B2t30min
11.35333,0.146,B2t30min
11.36,0.146,B2t30min
11.36667,0.146,B2t30min
11.37333,0.146,B2t30min
11.38,0.146,B2t30min
11.38667,0.146,B2t30min
11.39333,0.146,B2t30min
11.4,0.146,B2t30min
11.40667,0.146,B2t30min
11.41333,0.146,B2t30min
11.42,0.146,B2t30min
11.42667,0.146,B2t30min
11.43333,0.146,B2t30min
11.44,0.146,B2t30min
11.44667,0.146,B2t30min
11.45333,0.146,B2t30min
11.46,0.146,B2t30min
11.46667,0.146,B2t30min
11.47333,0.146,B2t30min
11.48,0.146,B2t30min
11.48667,0.146,B2t30min
11.49333,0.146,B2t30min
11.5,0.146,B2t30min
11.50667,0.147,B2t30min
11.51333,0.147,B2t30min
11.52,0.147,B2t30min
11.52667,0.147,B2t30min
11.53333,0.148,B2t30min
11.54,0.149,B2t30min
11.54667,0.15,B2t30min
11.55333,0.15,B2t30min
11.56,0.15,B2t30min
11.56667,0.15,B2t30min
11.57333,0.15,B2t30min
11.58,0.15,B2t30min
11.58667,0.15,B2t30min
11.59333,0.15,B2t30min
11.6,0.151,B2t30min
11.60667,0.152,B2t30min
11.61333,0.153,B2t30min
11.62,0.153,B2t30min
11.62667,0.153,B2t30min
11.63333,0.153,B2t30min
11.64,0.153,B2t30min
11.64667,0.153,B2t30min
11.65333,0.153,B2t30min
11.66,0.153,B2t30min
11.66667,0.153,B2t30min
11.67333,0.153,B2t30min
11.68,0.153,B2t30min
11.68667,0.153,B2t30min
11.69333,0.153,B2t30min
11.7,0.153,B2t30min
11.70667,0.153,B2t30min
11.71333,0.153,B2t30min
11.72,0.153,B2t30min
11.72667,0.153,B2t30min
11.73333,0.153,B2t30min
11.74,0.153,B2t30min
11.74667,0.153,B2t30min
11.75333,0.153,B2t30min
11.76,0.153,B2t30min
11.76667,0.153,B2t30min
11.77333,0.153,B2t30min
11.78,0.153,B2t30min
11.78667,0.153,B2t30min
11.79333,0.153,B2t30min
11.8,0.153,B2t30min
11.80667,0.153,B2t30min
11.81333,0.153,B2t30min
11.82,0.153,B2t30min
11.82667,0.153,B2t30min
11.83333,0.153,B2t30min
11.84,0.153,B2t30min
11.84667,0.153,B2t30min
11.85333,0.153,B2t30min
11.86,0.153,B2t30min
11.86667,0.153,B2t30min
11.87333,0.153,B2t30min
11.88,0.153,B2t30min
11.88667,0.153,B2t30min
11.89333,0.153,B2t30min
11.9,0.153,B2t30min
11.90667,0.153,B2t30min
11.91333,0.153,B2t30min
11.92,0.153,B2t30min
11.92667,0.153,B2t30min
11.93333,0.153,B2t30min
11.94,0.153,B2t30min
11.94667,0.153,B2t30min
11.95333,0.153,B2t30min
11.96,0.153,B2t30min
11.96667,0.153,B2t30min
11.97333,0.153,B2t30min
11.98,0.153,B2t30min
11.98667,0.153,B2t30min
11.99333,0.153,B2t30min
12,0.153,B2t30min
12.00667,0.153,B2t30min
12.01333,0.153,B2t30min
12.02,0.153,B2t30min
12.02667,0.153,B2t30min
12.03333,0.153,B2t30min
12.04,0.153,B2t30min
12.04667,0.153,B2t30min
12.05333,0.153,B2t30min
12.06,0.153,B2t30min
12.06667,0.153,B2t30min
12.07333,0.153,B2t30min
12.08,0.153,B2t30min
12.08667,0.153,B2t30min
12.09333,0.153,B2t30min
12.1,0.153,B2t30min
12.10667,0.153,B2t30min
12.11333,0.153,B2t30min
12.12,0.153,B2t30min
12.12667,0.153,B2t30min
12.13333,0.153,B2t30min
12.14,0.153,B2t30min
12.14667,0.153,B2t30min
12.15333,0.153,B2t30min
12.16,0.153,B2t30min
12.16667,0.153,B2t30min
12.17333,0.153,B2t30min
12.18,0.153,B2t30min
12.18667,0.153,B2t30min
12.19333,0.153,B2t30min
12.2,0.153,B2t30min
12.20667,0.153,B2t30min
12.21333,0.153,B2t30min
12.22,0.153,B2t30min
12.22667,0.153,B2t30min
12.23333,0.153,B2t30min
12.24,0.153,B2t30min
12.24667,0.153,B2t30min
12.25333,0.153,B2t30min
12.26,0.153,B2t30min
12.26667,0.153,B2t30min
12.27333,0.153,B2t30min
12.28,0.153,B2t30min
12.28667,0.153,B2t30min
12.29333,0.153,B2t30min
12.3,0.153,B2t30min
12.30667,0.154,B2t30min
12.31333,0.156,B2t30min
12.32,0.157,B2t30min
12.32667,0.157,B2t30min
12.33333,0.157,B2t30min
12.34,0.157,B2t30min
12.34667,0.157,B2t30min
12.35333,0.157,B2t30min
12.36,0.157,B2t30min
12.36667,0.158,B2t30min
12.37333,0.16,B2t30min
12.38,0.16,B2t30min
12.38667,0.16,B2t30min
12.39333,0.16,B2t30min
12.4,0.16,B2t30min
12.40667,0.16,B2t30min
12.41333,0.16,B2t30min
12.42,0.16,B2t30min
12.42667,0.16,B2t30min
12.43333,0.16,B2t30min
12.44,0.16,B2t30min
12.44667,0.16,B2t30min
12.45333,0.16,B2t30min
12.46,0.16,B2t30min
12.46667,0.16,B2t30min
12.47333,0.16,B2t30min
12.48,0.16,B2t30min
12.48667,0.16,B2t30min
12.49333,0.16,B2t30min
12.5,0.16,B2t30min
12.50667,0.16,B2t30min
12.51333,0.16,B2t30min
12.52,0.16,B2t30min
12.52667,0.16,B2t30min
12.53333,0.161,B2t30min
12.54,0.161,B2t30min
12.54667,0.161,B2t30min
12.55333,0.161,B2t30min
12.56,0.161,B2t30min
12.56667,0.161,B2t30min
12.57333,0.161,B2t30min
12.58,0.161,B2t30min
12.58667,0.161,B2t30min
12.59333,0.161,B2t30min
12.6,0.161,B2t30min
12.60667,0.161,B2t30min
12.61333,0.161,B2t30min
12.62,0.162,B2t30min
12.62667,0.163,B2t30min
12.63333,0.163,B2t30min
12.64,0.163,B2t30min
12.64667,0.165,B2t30min
12.65333,0.167,B2t30min
12.66,0.17,B2t30min
12.66667,0.17,B2t30min
12.67333,0.17,B2t30min
12.68,0.171,B2t30min
12.68667,0.172,B2t30min
12.69333,0.173,B2t30min
12.7,0.174,B2t30min
12.70667,0.177,B2t30min
12.71333,0.181,B2t30min
12.72,0.185,B2t30min
12.72667,0.19,B2t30min
12.73333,0.194,B2t30min
12.74,0.198,B2t30min
12.74667,0.201,B2t30min
12.75333,0.205,B2t30min
12.76,0.21,B2t30min
12.76667,0.217,B2t30min
12.77333,0.226,B2t30min
12.78,0.234,B2t30min
12.78667,0.242,B2t30min
12.79333,0.25,B2t30min
12.8,0.261,B2t30min
12.80667,0.273,B2t30min
12.81333,0.286,B2t30min
12.82,0.301,B2t30min
12.82667,0.317,B2t30min
12.83333,0.335,B2t30min
12.84,0.355,B2t30min
12.84667,0.377,B2t30min
12.85333,0.401,B2t30min
12.86,0.428,B2t30min
12.86667,0.459,B2t30min
12.87333,0.491,B2t30min
12.88,0.528,B2t30min
12.88667,0.571,B2t30min
12.89333,0.616,B2t30min
12.9,0.666,B2t30min
12.90667,0.72,B2t30min
12.91333,0.779,B2t30min
12.92,0.845,B2t30min
12.92667,0.917,B2t30min
12.93333,0.997,B2t30min
12.94,1.083,B2t30min
12.94667,1.178,B2t30min
12.95333,1.284,B2t30min
12.96,1.4,B2t30min
12.96667,1.529,B2t30min
12.97333,1.673,B2t30min
12.98,1.831,B2t30min
12.98667,2.008,B2t30min
12.99333,2.208,B2t30min
13,2.433,B2t30min
13.00667,2.686,B2t30min
13.01333,2.971,B2t30min
13.02,3.292,B2t30min
13.02667,3.653,B2t30min
13.03333,4.059,B2t30min
13.04,4.51,B2t30min
13.04667,5.008,B2t30min
13.05333,5.556,B2t30min
13.06,6.152,B2t30min
13.06667,6.795,B2t30min
13.07333,7.48,B2t30min
13.08,8.202,B2t30min
13.08667,8.956,B2t30min
13.09333,9.736,B2t30min
13.1,10.533,B2t30min
13.10667,11.343,B2t30min
13.11333,12.155,B2t30min
13.12,12.963,B2t30min
13.12667,13.759,B2t30min
13.13333,14.54,B2t30min
13.14,15.298,B2t30min
13.14667,16.029,B2t30min
13.15333,16.727,B2t30min
13.16,17.392,B2t30min
13.16667,18.02,B2t30min
13.17333,18.611,B2t30min
13.18,19.163,B2t30min
13.18667,19.673,B2t30min
13.19333,20.141,B2t30min
13.2,20.568,B2t30min
13.20667,20.951,B2t30min
13.21333,21.29,B2t30min
13.22,21.585,B2t30min
13.22667,21.836,B2t30min
13.23333,22.041,B2t30min
13.24,22.204,B2t30min
13.24667,22.326,B2t30min
13.25333,22.406,B2t30min
13.26,22.445,B2t30min
13.26667,22.451,B2t30min
13.27333,22.42,B2t30min
13.28,22.354,B2t30min
13.28667,22.258,B2t30min
13.29333,22.133,B2t30min
13.3,21.984,B2t30min
13.30667,21.812,B2t30min
13.31333,21.622,B2t30min
13.32,21.414,B2t30min
13.32667,21.192,B2t30min
13.33333,20.959,B2t30min
13.34,20.717,B2t30min
13.34667,20.47,B2t30min
13.35333,20.215,B2t30min
13.36,19.957,B2t30min
13.36667,19.694,B2t30min
13.37333,19.431,B2t30min
13.38,19.166,B2t30min
13.38667,18.902,B2t30min
13.39333,18.639,B2t30min
13.4,18.375,B2t30min
13.40667,18.111,B2t30min
13.41333,17.848,B2t30min
13.42,17.584,B2t30min
13.42667,17.316,B2t30min
13.43333,17.047,B2t30min
13.44,16.776,B2t30min
13.44667,16.503,B2t30min
13.45333,16.225,B2t30min
13.46,15.945,B2t30min
13.46667,15.659,B2t30min
13.47333,15.367,B2t30min
13.48,15.07,B2t30min
13.48667,14.766,B2t30min
13.49333,14.457,B2t30min
13.5,14.143,B2t30min
13.50667,13.824,B2t30min
13.51333,13.499,B2t30min
13.52,13.168,B2t30min
13.52667,12.834,B2t30min
13.53333,12.498,B2t30min
13.54,12.158,B2t30min
13.54667,11.814,B2t30min
13.55333,11.466,B2t30min
13.56,11.118,B2t30min
13.56667,10.77,B2t30min
13.57333,10.423,B2t30min
13.58,10.076,B2t30min
13.58667,9.732,B2t30min
13.59333,9.389,B2t30min
13.6,9.052,B2t30min
13.60667,8.717,B2t30min
13.61333,8.388,B2t30min
13.62,8.063,B2t30min
13.62667,7.745,B2t30min
13.63333,7.436,B2t30min
13.64,7.134,B2t30min
13.64667,6.841,B2t30min
13.65333,6.553,B2t30min
13.66,6.275,B2t30min
13.66667,6.005,B2t30min
13.67333,5.746,B2t30min
13.68,5.495,B2t30min
13.68667,5.252,B2t30min
13.69333,5.019,B2t30min
13.7,4.796,B2t30min
13.70667,4.58,B2t30min
13.71333,4.374,B2t30min
13.72,4.176,B2t30min
13.72667,3.986,B2t30min
13.73333,3.803,B2t30min
13.74,3.63,B2t30min
13.74667,3.464,B2t30min
13.75333,3.307,B2t30min
13.76,3.157,B2t30min
13.76667,3.014,B2t30min
13.77333,2.879,B2t30min
13.78,2.752,B2t30min
13.78667,2.628,B2t30min
13.79333,2.51,B2t30min
13.8,2.4,B2t30min
13.80667,2.295,B2t30min
13.81333,2.195,B2t30min
13.82,2.1,B2t30min
13.82667,2.011,B2t30min
13.83333,1.927,B2t30min
13.84,1.847,B2t30min
13.84667,1.77,B2t30min
13.85333,1.698,B2t30min
13.86,1.629,B2t30min
13.86667,1.564,B2t30min
13.87333,1.503,B2t30min
13.88,1.443,B2t30min
13.88667,1.386,B2t30min
13.89333,1.333,B2t30min
13.9,1.283,B2t30min
13.90667,1.237,B2t30min
13.91333,1.192,B2t30min
13.92,1.15,B2t30min
13.92667,1.11,B2t30min
13.93333,1.07,B2t30min
13.94,1.031,B2t30min
13.94667,0.996,B2t30min
13.95333,0.963,B2t30min
13.96,0.931,B2t30min
13.96667,0.899,B2t30min
13.97333,0.869,B2t30min
13.98,0.842,B2t30min
13.98667,0.815,B2t30min
13.99333,0.79,B2t30min
14,0.766,B2t30min
14.00667,0.744,B2t30min
14.01333,0.723,B2t30min
14.02,0.7,B2t30min
14.02667,0.679,B2t30min
14.03333,0.659,B2t30min
14.04,0.642,B2t30min
14.04667,0.624,B2t30min
14.05333,0.607,B2t30min
14.06,0.591,B2t30min
14.06667,0.575,B2t30min
14.07333,0.56,B2t30min
14.08,0.547,B2t30min
14.08667,0.535,B2t30min
14.09333,0.523,B2t30min
14.1,0.511,B2t30min
14.10667,0.5,B2t30min
14.11333,0.491,B2t30min
14.12,0.481,B2t30min
14.12667,0.472,B2t30min
14.13333,0.464,B2t30min
14.14,0.456,B2t30min
14.14667,0.449,B2t30min
14.15333,0.442,B2t30min
14.16,0.438,B2t30min
14.16667,0.434,B2t30min
14.17333,0.429,B2t30min
14.18,0.426,B2t30min
14.18667,0.426,B2t30min
14.19333,0.424,B2t30min
14.2,0.424,B2t30min
14.20667,0.424,B2t30min
14.21333,0.424,B2t30min
14.22,0.427,B2t30min
14.22667,0.431,B2t30min
14.23333,0.437,B2t30min
14.24,0.446,B2t30min
14.24667,0.456,B2t30min
14.25333,0.469,B2t30min
14.26,0.481,B2t30min
14.26667,0.498,B2t30min
14.27333,0.518,B2t30min
14.28,0.541,B2t30min
14.28667,0.567,B2t30min
14.29333,0.596,B2t30min
14.3,0.627,B2t30min
14.30667,0.663,B2t30min
14.31333,0.703,B2t30min
14.32,0.748,B2t30min
14.32667,0.797,B2t30min
14.33333,0.853,B2t30min
14.34,0.916,B2t30min
14.34667,0.986,B2t30min
14.35333,1.061,B2t30min
14.36,1.144,B2t30min
14.36667,1.236,B2t30min
14.37333,1.337,B2t30min
14.38,1.448,B2t30min
14.38667,1.569,B2t30min
14.39333,1.701,B2t30min
14.4,1.844,B2t30min
14.40667,2.002,B2t30min
14.41333,2.174,B2t30min
14.42,2.363,B2t30min
14.42667,2.568,B2t30min
14.43333,2.792,B2t30min
14.44,3.038,B2t30min
14.44667,3.309,B2t30min
14.45333,3.608,B2t30min
14.46,3.937,B2t30min
14.46667,4.303,B2t30min
14.47333,4.713,B2t30min
14.48,5.173,B2t30min
14.48667,5.695,B2t30min
14.49333,6.291,B2t30min
14.5,6.973,B2t30min
14.50667,7.753,B2t30min
14.51333,8.648,B2t30min
14.52,9.672,B2t30min
14.52667,10.84,B2t30min
14.53333,12.161,B2t30min
14.54,13.646,B2t30min
14.54667,15.305,B2t30min
14.55333,17.142,B2t30min
14.56,19.154,B2t30min
14.56667,21.337,B2t30min
14.57333,23.677,B2t30min
14.58,26.158,B2t30min
14.58667,28.758,B2t30min
14.59333,31.454,B2t30min
14.6,34.219,B2t30min
14.60667,37.025,B2t30min
14.61333,39.849,B2t30min
14.62,42.668,B2t30min
14.62667,45.46,B2t30min
14.63333,48.204,B2t30min
14.64,50.873,B2t30min
14.64667,53.451,B2t30min
14.65333,55.919,B2t30min
14.66,58.261,B2t30min
14.66667,60.463,B2t30min
14.67333,62.513,B2t30min
14.68,64.4,B2t30min
14.68667,66.112,B2t30min
14.69333,67.644,B2t30min
14.7,68.989,B2t30min
14.70667,70.142,B2t30min
14.71333,71.103,B2t30min
14.72,71.873,B2t30min
14.72667,72.453,B2t30min
14.73333,72.854,B2t30min
14.74,73.083,B2t30min
14.74667,73.157,B2t30min
14.75333,73.085,B2t30min
14.76,72.877,B2t30min
14.76667,72.553,B2t30min
14.77333,72.124,B2t30min
14.78,71.608,B2t30min
14.78667,71.018,B2t30min
14.79333,70.371,B2t30min
14.8,69.675,B2t30min
14.80667,68.942,B2t30min
14.81333,68.18,B2t30min
14.82,67.398,B2t30min
14.82667,66.603,B2t30min
14.83333,65.799,B2t30min
14.84,64.991,B2t30min
14.84667,64.18,B2t30min
14.85333,63.372,B2t30min
14.86,62.564,B2t30min
14.86667,61.755,B2t30min
14.87333,60.943,B2t30min
14.88,60.128,B2t30min
14.88667,59.309,B2t30min
14.89333,58.482,B2t30min
14.9,57.642,B2t30min
14.90667,56.789,B2t30min
14.91333,55.92,B2t30min
14.92,55.034,B2t30min
14.92667,54.127,B2t30min
14.93333,53.196,B2t30min
14.94,52.238,B2t30min
14.94667,51.255,B2t30min
14.95333,50.245,B2t30min
14.96,49.208,B2t30min
14.96667,48.144,B2t30min
14.97333,47.052,B2t30min
14.98,45.938,B2t30min
14.98667,44.796,B2t30min
14.99333,43.636,B2t30min
15,42.458,B2t30min
15.00667,41.265,B2t30min
15.01333,40.059,B2t30min
15.02,38.841,B2t30min
15.02667,37.617,B2t30min
15.03333,36.387,B2t30min
15.04,35.156,B2t30min
15.04667,33.929,B2t30min
15.05333,32.709,B2t30min
15.06,31.497,B2t30min
15.06667,30.297,B2t30min
15.07333,29.113,B2t30min
15.08,27.949,B2t30min
15.08667,26.805,B2t30min
15.09333,25.685,B2t30min
15.1,24.592,B2t30min
15.10667,23.527,B2t30min
